Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CURRANTS,RED&WHITE,RAW",vegetarian,Fruits,0.2,13.8,1.4,62.6
"FIGS,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,13.99,0.4,58.46
"FIGS,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,17.95,0.39,74.26
"FRUIT COCKTAIL,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.01,11.86,0.46,49.37
"FRUIT COCKTAIL,CANNED,EX LT SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.07,11.63,0.4,48.75
"FRUIT COCKTAIL,CANNED,LT SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.07,14.93,0.4,61.95
"FRUIT SALAD,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.03,13.05,0.51,54.51
"FRUIT SALAD,CANNED,LT SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.07,15.14,0.34,62.55
"GOOSEBIES,RAW",vegetarian,Fruits,0.58,10.18,0.88,49.46
"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",vegetarian,Fruits,0.1,9.69,0.5,41.66
"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",vegetarian,Fruits,0.1,9.09,0.88,40.78
"GRAPEFRUIT,SECTIONS,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,9.15,0.58,39.82
"GRAPEFRUIT,SECTIONS,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.09,9.21,0.7,40.45
"GRAPEFRUIT,SECTIONS,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,15.44,0.56,64.9
"GRAPEFRUIT JUC,CANNED,SWTND",vegetarian,Fruits,0.09,11.13,0.58,47.65
"GRAPEFRUIT JUCFROZEN CONC,UNSWTND,DIL W/3 VOLUME H2O",vegetarian,Fruits,0.13,9.73,0.55,42.29
"GRAPEFRUIT JUC,WHITE,RAW",vegetarian,Fruits,0.1,9.2,0.5,39.7
"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",vegetarian,Fruits,0.35,17.15,0.63,74.27
"GRAPES,RED OR GRN(EURO TYPE VAR,SUCH AS,THOMPSON SDLESS),RAW",vegetarian,Fruits,0.58,17.77,0.66,78.94
"GRAPES,CANNED,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.11,10.3,0.5,44.19
"GRAPE JUC,CANNED OR BTLD,UNSWTND,WO/ VIT C",vegetarian,Fruits,0.08,14.96,0.56,62.8
"GRAPE JUCFROZEN CONC,SWTND,DIL W/3 VOLUME H2O,W/ VIT C",vegetarian,Fruits,0.09,12.75,0.19,52.57
"GROUNDCHIES,(CAPE-GOOSEBIES OR POHA),RAW",vegetarian,Fruits,0.7,11.2,1.9,58.7
"GUAVAS,COMMERCIALON,RAW",vegetarian,Fruits,0.6,11.88,0.82,56.2
"GUAVAS,STRAINEDAWBY,RAW",vegetarian,Fruits,0.6,17.36,0.58,77.16
"GUAVA SAUCE,COOKED",vegetarian,Fruits,0.14,9.48,0.32,40.46
"JAVA-PLUM,(JAMBOLAN),RAW",vegetarian,Fruits,0.23,15.56,0.72,67.19
"KIWI FRUIT,(CHINESE GOOSEBIES),FRSH,RAW",vegetarian,Fruits,0.44,14.88,0.99,67.44
"KUMQUATS,RAW",vegetarian,Fruits,0.1,16.43,0.9,70.22
"LEMONS,RAW,WITHOUT PEEL",vegetarian,Fruits,0.3,9.32,1.1,44.38
"LEMONS,RAW,WITH PEEL",vegetarian,Fruits,0.3,10.7,1.2,50.3
"LEMON PEEL,RAW",vegetarian,Fruits,0.3,16,1.5,72.7
"LIMES,RAW",vegetarian,Fruits,0.2,10.54,0.7,46.76
"LIME JUICE,RAW",vegetarian,Fruits,0.1,9.01,0.44,38.7
"LITCHIS,RAW",vegetarian,Fruits,0.44,16.53,0.83,73.4
"LOGANBIES,FROZEN",vegetarian,Fruits,0.31,13.02,1.52,60.95
"LONGANS,RAW",vegetarian,Fruits,0.1,15.14,1.31,66.7
"LOQUATS,RAW",vegetarian,Fruits,0.2,12.14,0.43,52.08
"MAMMY-APPLE,(MAMEY),RAW",vegetarian,Fruits,0.5,12.5,0.5,56.5
"MANGOS,RAW",vegetarian,Fruits,0.27,17,0.51,72.47
"MANGOSTEEN,CANNED,SYRUP PK",vegetarian,Fruits,0.58,17.91,0.41,78.5
"MELONS,HONEYDEW,RAW",vegetarian,Fruits,0.1,9.18,0.46,39.46
"MULBIES,RAW",vegetarian,Fruits,0.39,9.8,1.44,48.47
"NECTARINES,RAW",vegetarian,Fruits,0.46,11.78,0.94,55.02
"ORANGES,RAW,ALL COMM VAR",vegetarian,Fruits,0.12,11.75,0.94,51.84
"ORANGES,RAW,CALIFORNIA,VALENCIAS",vegetarian,Fruits,0.3,11.89,1.04,54.42
"ORANGES,RAW,CALIFORNIA,NAVELS",vegetarian,Fruits,0.09,11.63,1.03,51.45
"ORANGES,RAW,FLORIDA",vegetarian,Fruits,0.21,11.54,0.7,50.85
"ORANGES,RAW,WITH PEEL",vegetarian,Fruits,0.3,15.5,1.3,69.9
"ORANGE JUICE,RAW",vegetarian,Fruits,0.2,10.4,0.7,46.2
"ORANGE JUC,CANNED,UNSWTND",vegetarian,Fruits,0.14,9.85,0.59,43.02
"ORANGE JUC,CHILLED,INCL FROM CONC",vegetarian,Fruits,0.27,10.06,0.8,45.87
"ORANGE JUCFROZEN CONC,UNSWTND,DIL W/3 VOLUME H2O",vegetarian,Fruits,0.06,10.78,0.68,46.38
"ORANGE-GRAPEFRUIT JUC,CANNED,UNSWTND",vegetarian,Fruits,0.1,10.28,0.6,44.42
"TANGERINES,(MANDARIN ORANGES),RAW",vegetarian,Fruits,0.19,11.19,0.63,48.99
"TANGERINES,(MANDARIN ORANGES),CANNED,JUC PK",vegetarian,Fruits,0.03,9.57,0.62,41.03
"TANGERINES,(MANDARIN ORANGES),CANNED,LT SYRUP PK",vegetarian,Fruits,0.1,16.19,0.45,67.46
"TANGERINE JUICE,RAW",vegetarian,Fruits,0.2,10.1,0.5,44.2
"TANGERINE JUC,CANNED,SWTND",vegetarian,Fruits,0.2,12,0.5,51.8
"TANGERINE JUCFROZEN CONC,SWTND,DIL W/3 VOLUME H2O",vegetarian,Fruits,0.11,11.06,0.43,46.95
"PAPAYAS,RAW",vegetarian,Fruits,0.14,9.81,0.61,42.94
"PAPAYA NECTAR,CANNED",vegetarian,Fruits,0.15,14.51,0.17,60.07
"PASSION-FRUIT JUC,PURPLE,RAW",vegetarian,Fruits,0.05,13.6,0.39,56.41
"PASSION-FRUIT JUC,YEL,RAW",vegetarian,Fruits,0.18,14.45,0.67,62.1
"PEACHES,RAW",vegetarian,Fruits,0.09,11.1,0.7,48.01
"PEACHES,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.03,11.57,0.63,49.07
"PEACHES,CANNED,EX LT SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.1,11.1,0.4,46.9
"PEACHES,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.03,14.55,0.45,60.27
"PEACH NECTAR,CANNED,WO/ VIT C",vegetarian,Fruits,0.02,13.92,0.27,56.94
"PEARS,RAW",vegetarian,Fruits,0.4,15.11,0.39,65.6
"PEARS,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.07,12.94,0.34,53.75
"PEARS,CANNED,EX LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,12.2,0.3,50.9
"PEARS,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.03,15.17,0.19,61.71
"PEAR NECTAR,CANNED,WO/ VIT C",vegetarian,Fruits,0.01,15.76,0.11,63.57
"PINEAPPLE,RAW",vegetarian,Fruits,0.43,12.39,0.39,54.99
"PINEAPPLE,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.08,15.7,0.42,65.2
"PINEAPPLE,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.12,13.45,0.36,56.32
"PINEAPPLE JUC,CANNED,UNSWTND,WO/ VIT C",vegetarian,Fruits,0.08,13.78,0.32,57.12
"PINEAPPLE JUCFROZEN CONC,UNSWTND,DIL W/3 VOLUME H2O",vegetarian,Fruits,0.03,12.77,0.4,52.95
"PLUMS,RAW",vegetarian,Fruits,0.62,13.01,0.79,60.78
"PLUMS,CANNED,PURPLE,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.01,11.03,0.39,45.77
"PLUMS,CANNED,PURPLE,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.02,15.15,0.51,62.82
"PLUMS,CANNED,PURPLE,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,16.28,0.37,67.5
"POMEGRANATES,RAW",vegetarian,Fruits,0.3,17.17,0.95,75.18
"PRICKLY PEARS,RAW",vegetarian,Fruits,0.51,9.57,0.73,45.79
"PRUNE JUICE,CANNED",vegetarian,Fruits,0.03,17.45,0.61,72.51
"PUMMELO,RAW",vegetarian,Fruits,0.04,9.62,0.76,41.88
"QUINCES,RAW",vegetarian,Fruits,0.1,15.3,0.4,63.7
"RASPBIES,RAW",vegetarian,Fruits,0.55,11.57,0.91,54.87
"ROSELLE,RAW",vegetarian,Fruits,0.64,11.31,0.96,54.84
"SOURSOP,RAW",vegetarian,Fruits,0.3,16.84,1,74.06
"STRAWBIESFROZEN,UNSWTND",vegetarian,Fruits,0.11,9.13,0.43,39.23
"FEIJOA,RAW",vegetarian,Fruits,0.78,10.63,1.24,54.5
"PEARS,ASIAN,RAW",vegetarian,Fruits,0.23,10.65,0.5,46.67
"APPLE JUC,CANNED OR BTLD,UNSWTND,W/ VIT C",vegetarian,Fruits,0.11,11.68,0.06,47.95
"APPLESAUCE,CANNED,UNSWTND,W/ VIT C",vegetarian,Fruits,0.05,11.29,0.17,46.29
"APRICOT NECTAR,CANNED,W/ VIT C",vegetarian,Fruits,0.09,14.39,0.37,59.85
"GRAPEFRUIT JUICE,PINK,RAW",vegetarian,Fruits,0.1,9.2,0.5,39.7
"KIWIFRUIT,(CHINESE GOOSEBIES),HELD IN STORAGE,RAW",vegetarian,Fruits,0.44,14.88,0.99,67.44
"ORANGE JUC,CALIFORNIA,CHILLED,INCL FROM CONC",vegetarian,Fruits,0.27,10.06,0.8,45.87
"PEACH NECTAR,CANNED,W/ VIT C",vegetarian,Fruits,0.02,13.92,0.27,56.94
"PEAR NECTAR,CANNED,W/ VIT C",vegetarian,Fruits,0.01,15.76,0.11,63.57
"PINEAPPLE JUC,CANNED,W/ VIT C,UNSWTND",vegetarian,Fruits,0.08,13.78,0.32,57.12
"APPLE JUCFROZEN CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C",vegetarian,Fruits,0.1,11.54,0.14,47.62
"ARROWHEAD,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.1,16.14,4.49,83.42
"ARTICHOKES,(GLOBE OR FRENCH),RAW",vegetarian,Other vegetables,0.15,10.51,3.27,56.47
"ARTICHOKES,(GLOBE OR FRENCH),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.16,11.18,3.48,60.08
"ARTICHOKES,(GLOBE OR FRENCH)FROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.5,9.18,3.11,53.66
"BEANS,LIMA,IMMAT SEEDS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.29,13.33,4.07,72.21
"MUNG BNS,MATURE SEEDS,SPROUTED,COOKED,STIR-FRIED",vegetarian,Pulses and Legumes,0.21,10.59,4.3,61.45
"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW",vegetarian,Pulses and Legumes,0.7,13.05,6.15,83.1
"BEANS,NAVY,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.81,15.01,7.07,95.61
"BEETS,RAW",vegetarian,Other vegetables,0.17,9.56,1.61,46.21
"BEETS,COOKED,BLD,DRND",vegetarian,Other vegetables,0.18,9.96,1.68,48.18
"BROADBEANS,IMMAT SEEDS,RAW",vegetarian,Pulses and Legumes,0.6,11.7,5.6,74.6
"BROADBEANS,IMMAT SEEDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.5,10.1,4.8,64.1
"BURDOCK ROOT,RAW",vegetarian,Leafy Vegetables,0.15,17.35,1.53,76.87
"CARROTS,RAW",vegetarian,Leafy Vegetables,0.19,10.14,1.03,46.39
"CARROTS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.18,10.48,1.09,47.9
"CELERIAC,RAW",vegetarian,Leafy Vegetables,0.3,9.2,1.5,45.5
"CHICORY ROOTS,RAW",vegetarian,Leafy Vegetables,0.2,17.51,1.4,77.44
"COLESLAW,HOME-PREPARED",vegetarian,Miscellaneous,2.61,12.41,1.29,78.29
"CORN,SWT,YEL,CANNED,BRINE PK,REG PK,SOL&LIQUIDS",vegetarian,cereals,0.5,15.4,1.95,73.9
"COWPEAS,YOUNG PODS W/SEEDS,RAW",vegetarian,Pulses and Legumes,0.3,9.5,3.3,53.9
"YARDLONG BEAN,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.1,9.18,2.53,47.74
"DANDELION GREENS,RAW",vegetarian,Leafy Vegetables,0.7,9.2,2.7,53.9
"GINGER ROOT,RAW",vegetarian,Other vegetables,0.73,15.09,1.74,73.89
"GOURD,DISHCLOTH (TOWELGOURD),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.34,14.34,0.66,63.06
"HORSERADISH-TREE,LEAFY TIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.93,11.15,5.27,74.05
"HYACINTH-BEANS,IMMAT SEEDS,RAW",vegetarian,Pulses and Legumes,0.2,9.19,2.1,46.96
"HYACINTH-BEANS,IMMAT SEEDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.27,9.2,2.95,51.03
"JERUSALEM-ARTICHOKES,RAW",vegetarian,Other vegetables,0.01,17.44,2,77.85
"KALE,RAW",vegetarian,Leafy Vegetables,0.7,10.01,3.3,59.54
"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",vegetarian,Leafy Vegetables,0.3,14.15,1.5,65.3
"LOTUS ROOT,RAW",vegetarian,Other vegetables,0.1,17.24,2.6,80.26
"LOTUS ROOT,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.07,16.03,1.58,71.07
"MOUNTAIN YAM,HAWAII,RAW",vegetarian,Other vegetables,0.1,16.31,1.34,71.5
"MUSHROOMS,SHIITAKE,COOKED,WO/SALT",vegetarian,Miscellaneous,0.22,14.28,1.56,65.34
"ONIONS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.19,10.15,1.36,47.75
"PARSNIPS,RAW",vegetarian,Other vegetables,0.3,17.99,1.2,79.46
"PEAS,EDIBLE-PODDEDFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.38,9.02,3.5,53.5
"PEAS,GREEN,RAW",vegetarian,Other vegetables,0.4,14.46,5.42,83.12
"PEAS,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,15.64,5.36,85.98
"PEAS,GRN,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,9.75,3.19,54.46
"PEAS,GRN,CANNED,REG PK,DRND SOL",vegetarian,Other vegetables,0.35,12.58,4.42,71.15
"PEAS,GRN,CANNED,SEASONED,SOL&LIQUIDS",vegetarian,Other vegetables,0.27,9.25,3.09,51.79
"PEAS,GRNFROZEN,UNPREP",vegetarian,Other vegetables,0.37,13.7,5.21,78.97
"PEAS,GRNFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.27,14.26,5.15,80.07
"PEAS&CARROTSFROZEN,UNPREP",vegetarian,Other vegetables,0.47,11.15,3.4,62.43
"PEAS&CARROTSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.42,10.12,3.09,56.62
"PEAS&ONIONSFROZEN,UNPREP",vegetarian,Other vegetables,0.32,13.51,3.98,72.84
"POTATOES,RAW,FLESH&SKIN",vegetarian,Other vegetables,0.1,17.98,2.07,81.1
"POTATOES,RAW,SKIN",vegetarian,Other vegetables,0.1,12.44,2.57,60.94
"POTATOES,BLD,COOKED IN SKN,SKN,WO/SALT",vegetarian,Other vegetables,0.1,17.21,2.86,81.18
"POTATOES,SCALLPD,HOME-PREPARED W/BUTTER",vegetarian,Other vegetables,3.68,10.78,2.87,87.72
"POTATOES,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.11,9.89,1.2,45.35
"POTATOES,CANNED,DRND SOL",vegetarian,Other vegetables,0.21,13.61,1.41,61.97
"POTATOES,MSHD,DEHYD,PREP FROM GRANULES W/MILK,H2O&MARGARINE",vegetarian,Other vegetables,2.2,13.1,2,80.2
"POTATOES,HASHED BROWNFROZEN,PLN,UNPREP",vegetarian,Other vegetables,0.62,17.72,2.06,84.7
"POTATOES,O'BRIENFROZEN,UNPREP",vegetarian,Other vegetables,0.14,17.47,1.83,78.46
"POTATOESFROZEN,WHL,UNPREP",vegetarian,Other vegetables,0.16,17.48,2.38,80.88
"POTATOESFROZEN,WHL,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.13,14.52,1.98,67.17
"SALSIFY,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.17,15.37,2.73,73.93
"SEAWEED,IRISHMOSS,RAW",vegetarian,Other vegetables,0.16,12.29,1.51,56.64
"SEAWEED,KELP,RAW",vegetarian,Other vegetables,0.56,9.57,1.68,50.04
"SQUASH,WINTER,ACORN,RAW",vegetarian,Other vegetables,0.1,10.42,0.8,45.78
"SQUASH,WNTR,ACORN,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.14,14.58,1.12,64.06
"SQUASH,WNTR,BUTTERNUT,RAW",vegetarian,Other vegetables,0.1,11.69,1,51.66
"SQUASH,WNTR,BUTTERNUT,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.09,10.49,0.9,46.37
"SQUASH,WNTR,BUTTERNUTFROZEN,UNPREP",vegetarian,Other vegetables,0.1,14.41,1.76,65.58
"SQUASH,WNTR,BUTTERNUTFROZEN,COOKED,BLD,WO/SALT",vegetarian,Other vegetables,0.07,10.05,1.23,45.75
"SQUASH,WNTR,HUBBARD,COOKED,BKD,WO/SALT",vegetarian,Other vegetables,0.62,10.81,2.48,58.74
"SUCCOTASH,(CORN&LIMAS),CANNED,W/CRM STYLE CORN",vegetarian,Other vegetables,0.54,17.61,2.64,85.86
"SUCCOTASH,(CORN&LIMAS),CANNED,W/WHL KERNEL CORN,SOL&LIQUIDS",vegetarian,Other vegetables,0.49,13.98,2.6,70.73
"TOMATO PRODUCTS,CANNED,PUREE,WO/SALT",vegetarian,fruits,0.16,9.56,1.69,46.44
"TOMATO PRODUCTS,CANNED,SAU,W/ONIONS",vegetarian,fruits,0.19,9.94,1.56,47.71
"TOMATO PRODUCTS,CANNED,SAU,W/HERBS&CHS",vegetarian,fruits,1.93,10.24,2.13,66.85
"TREE FERN,COOKED,WO/SALT",vegetarian,Other vegetables,0.07,10.98,0.29,45.71
"VEGETABLES,MXD,CANNED,DRND SOL",vegetarian,Other vegetables,0.25,9.26,2.59,49.65
"VEGETABLES,MXDFROZEN,UNPREP",vegetarian,Other vegetables,0.52,13.46,3.33,71.84
"VEGETABLES,MXDFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.15,13.09,2.86,65.15
"WATERCHESTNUTS,CHINESE,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.06,12.43,0.88,53.78
"WINGED BEAN LEAVES,RAW",vegetarian,Other vegetables,1.1,14.1,5.85,89.7
"BEETS,PICKLED,CANNED,SOL&LIQUIDS",vegetarian,Other vegetables,0.08,16.28,0.8,69.04
"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",vegetarian,Pulses and Legumes,0.9,11.6,5.25,75.5
"CARROT JUICE,CANNED",vegetarian,Other vegetables,0.15,9.29,0.95,42.31
"POTATOES,MSHD,HOME-PREPARED,WHL MILK",vegetarian,Other vegetables,0.59,17.55,1.94,83.27
"TOMATOES,RED,RIPE,COOKED,STEWED",vegetarian,fruits,2.68,13.05,1.96,84.16
"SEAWEED,WAKAME,RAW",vegetarian,Other vegetables,0.64,9.14,3.03,54.44
"PEPPERS,HOT CHILI,GRN,RAW",vegetarian,Other vegetables,0.2,9.46,2,47.64
"POTATOES,O'BRIEN,HOME-PREPARED",vegetarian,Other vegetables,1.28,15.47,2.35,82.8
"SHALLOTS,RAW",vegetarian,Other vegetables,0.1,16.8,2.5,78.1
"ARROWROOT,RAW",vegetarian,Other vegetables,0.2,13.38,4.24,72.28
"ARROWHEAD,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.1,16.14,4.49,83.42
"ARTICHOKES,(GLOBE OR FRENCH),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.16,11.18,3.48,60.08
"ARTICHOKES,(GLOBE OR FRENCH)FROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.5,9.18,3.11,53.66
"LIMA BNS,IMMAT SEEDS,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.29,13.33,4.07,72.21
"BEANS,NAVY,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.81,15.01,7.07,95.61
"BEETS,COOKED,BOILED. DRND,W/SALT",vegetarian,Other vegetables,0.18,9.96,1.68,48.18
"BROADBEANS,IMMAT SEEDS,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.5,10.1,4.8,64.1
"CARROTS,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.18,10.48,1.09,47.9
"CORN,SWT,YEL,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.5,15.4,1.95,73.9
"GOURD,DISHCLOTH (TOWELGOURD),COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.34,14.34,0.66,63.06
"HORSERADISH-TREE,LEAFY TIPS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.93,11.15,5.27,74.05
"HYACINTH-BEANS,IMMAT SEEDS,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.27,9.2,2.95,51.03
"LOTUS ROOT,COOKED,BLD,DRND,W/SALT",vegetarian,Leafy Vegetables,0.07,16.03,1.58,71.07
"MUSHROOMS,SHIITAKE,COOKED,W/SALT",vegetarian,Miscellaneous,0.22,14.28,1.56,65.34
"ONIONS,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.19,10.15,1.36,47.75
"PEAS,EDIBLE-PODDEDFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.38,9.02,3.5,53.5
"PEAS,GRN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.22,15.64,5.36,85.98
"PEAS,GRN,CANNED,NO SALT,SOL&LIQUIDS",vegetarian,Other vegetables,0.3,9.75,3.19,54.46
"PEAS,GRN,CANNED,NO SALT,DRND SOL",vegetarian,Other vegetables,0.35,12.58,4.42,71.15
"PEAS,GRNFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.27,14.26,5.15,80.07
"PEAS&CARROTSFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.42,10.12,3.09,56.62
"PEPPERS,HOT CHILI,RED,RAW",vegetarian,Other vegetables,0.2,9.46,2,47.64
"POTATOES,BLD,COOKED IN SKN,SKN,W/SALT",vegetarian,Other vegetables,0.1,17.21,2.86,81.18
"POTATOESFROZEN,WHL,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.13,14.52,1.98,67.17
"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE",vegetarian,Other vegetables,3.68,10.78,2.87,87.72
"SALSIFY,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.17,15.37,2.73,73.93
"SQUASH,WNTR,ACORN,COOKED,BKD,W/SALT",vegetarian,Other vegetables,0.14,14.58,1.12,64.06
"SQUASH,WNTR,BUTTERNUT,COOKED,BKD,W/SALT",vegetarian,Other vegetables,0.09,10.49,0.9,46.37
"SQUASH,WNTR,BUTTERNUTFROZEN,COOKED,BLD,W/SALT",vegetarian,Other vegetables,0.07,10.05,1.23,45.75
"SQUASH,WNTR,HUBBARD,COOKED,BKD,W/SALT",vegetarian,Other vegetables,0.62,10.81,2.48,58.74
"TOMATO PRODUCTS,CANNED,PUREE,W/SALT",vegetarian,fruits,0.16,9.56,1.69,46.44
"VEGETABLES,MXDFROZEN,COOKED,BLD,DRND,W/SALT",vegetarian,Other vegetables,0.15,13.09,2.86,65.15
"YARDLONG BEAN,COOKED,BLD,DRND,W/SALT",vegetarian,Pulses and Legumes,0.1,9.18,2.53,47.74
"CORN,SWT,WHITE,CANNED,WHL KERNEL,REG PK,SOL&LIQUIDS",vegetarian,cereals,0.5,15.4,1.95,73.9
"CORN,SWT,WHITE,CANNED,WHL KERNEL,NO SALT,SOL&LIQUIDS",vegetarian,cereals,0.5,15.4,1.95,73.9
"TREE FERN,COOKED,W/SALT",vegetarian,Other vegetables,0.07,10.98,0.29,45.71
"BEANS,FAVA,IN POD,RAW",vegetarian,Pulses and Legumes,0.73,17.62,7.92,108.73
"GRAPE LEAVES,RAW",vegetarian,Leafy Vegetables,2.12,17.3,5.6,110.68
"GRAPE LEAVES,CANNED",vegetarian,Leafy Vegetables,1.97,11.7,4.27,81.61
