Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"SOUP,CHICKEN W/RICE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.79,2.97,1.47,24.87
"SOUP,CHICKEN VEG,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.18,3.56,1.5,30.86
"SOUP,CHILI BF,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,2.64,8.58,2.68,68.8
"SOUP,CLAM CHOWDER,MANHATTAN,CANNED,PREP W/EQ VOLUME H2O",Non-vegetarian,Miscellaneous,0.91,5.01,0.9,31.83
"SOUP,CLAM CHOWDER,NEW ENGLAND,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.18,5.09,1.97,38.86
"SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0,0.73,2.22,11.8
"SOUP,MINESTRONE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,1.04,4.66,1.77,35.08
"SOUP,MUSHROOM BARLEY,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,0.93,4.8,0.77,30.65
"SOUP,CRM OF MUSHROOM,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,3.68,3.81,0.95,52.16
"SOUP,MUSHROOM W/BF STOCK,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.65,3.81,1.29,35.25
"SOUP,ONION,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,0.72,3.39,1.56,26.28
"SOUP,CRM OF ONION,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,2.16,5.2,1.13,44.76
"SOUP,OYSTER STEW,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.59,1.69,0.87,24.55
"SOUP,PEPPERPOT,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.92,3.89,2.64,43.4
"SOUP,CRM OF POTATO,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.97,4.7,0.72,30.41
"SOUP,SCOTCH BROTH,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.09,3.93,2.06,33.77
"SOUP,CRM OF SHRIMP,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,2.13,3.36,1.14,37.17
"SOUP,STOCKPOT,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.58,4.65,1.97,40.7
"SOUP,TOMATO BF W/NOODLE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.76,8.67,1.83,57.84
"SOUP,TOMATO RICE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.1,8.88,0.85,48.82
"SOUP,TURKEY NOODLE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.82,3.54,1.6,27.94
"SOUP,TURKEY VEG,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.26,3.58,1.28,30.78
"SOUP,VEGETARIAN VEG,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.8,4.97,0.87,30.56
"SOUP,VEG BF,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.78,4.17,2.29,32.86
"SOUP,VEG W/BF BROTH,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.79,5.44,1.23,33.79
"SOUP,CRM OF ASPARAGUS,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.69,3.57,0.88,24.01
"SOUP,BEAN W/BACON,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.81,6.18,2.07,40.29
"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",Non-vegetarian,Miscellaneous,0.29,0.77,0.52,7.77
"SOUP,BF BROTH,CUBED,PREP W/H2O",Non-vegetarian,Miscellaneous,0.08,0.33,0.35,3.44
"SOUP,BF NOODLE,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.32,2.4,0.88,16
"SOUP,CAULIFLOWER,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.67,4.19,1.13,27.31
"SOUP,CRM OF CELERY,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.64,3.84,1.03,25.24
"SOUP,CHICKEN BROTH OR BOUILLON,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.45,0.59,0.55,8.61
"SOUP,CHICKEN BROTH CUBES,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.12,0.62,0.39,5.12
"SOUP,CRM OF CHICK,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,2.04,5.11,0.68,41.52
"SOUP,CHICKEN RICE,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.57,3.66,0.97,23.65
"SOUP,CHICKEN VEG,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.32,3.11,1.07,19.6
"SOUP,CONSOMME W/GELATIN,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.01,0.83,0.87,6.89
"SOUP,LEEK,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.81,4.5,0.83,28.61
"SOUP,MINESTRONE,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.68,4.69,1.75,31.88
"SOUP,MUSHROOM,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,1.92,4.4,0.88,38.4
"SOUP,ONION,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.23,2.06,0.45,12.11
"SOUP,OXTAIL,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,1.01,3.54,1.11,27.69
"SOUP,PEA,GRN,MIX,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.58,8.37,2.83,50.02
"SOUP,TOMATO,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.9,7.32,0.93,41.1
"SOUP,TOMATO VEG,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.34,4.04,0.79,22.38
"SOUP,VEG BF,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.44,3.17,1.16,21.28
"SOUP,CRM OF VEG,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,2.19,4.73,0.73,41.55
"SOUP,CHICKEN NOODLE,DEHYD,PREP W/H2O",Non-vegetarian,Miscellaneous,0.55,3.67,0.84,22.99
"SOUP,BF MUSHROOM,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.23,2.6,2.37,30.95
"SOUP,CHICKEN MUSHROOM,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,3.75,3.8,1.8,56.15
"SOUP,TOMATO,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.79,6.8,0.84,37.67
"GRAVY,HEINZ,HEINZ HOME STYLE SAVORY BROWN GRAVY,CANNED",Non-vegetarian,Miscellaneous,1.3,5.69,1.5,40.46
"SOUP,CHICKEN NOODLE,CHUNKY,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,1.3,5.7,3.2,47.3
"SOUP,SIRLOIN BURGER W/VEG,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,3.7,6.8,4.2,77.3
"SOUP,BF BROTH,CANNED,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,1,0,2.6,19.4
"SOUP,BF W/VEG&BARLEY,CANNED,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,1.4,8.2,3.9,61
"SOUP,CHICKEN W/STAR-SHAPED PASTA,CANNED,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,1.4,7.1,2.3,50.2
"SOUP,VEG BF,CANNED,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,0.8,7.7,3.8,53.2
"SOUP,CHICKEN VEG,CHUNKY,RED FAT,RED NA,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,0.5,6.3,2.7,40.5
"SOUP,CHICKEN NOODLE W/CELERY&CARROTS,HOMESTYLE,READT TO SERVE,SINGLE BRAN",Non-vegetarian,Miscellaneous,1.1,3.1,2.1,30.7
"SOUP,VEG BF,MICROWAVABLE,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,0.7,3.3,6.2,44.3
"GRAVY,PEPPERIDGE FARM HEARTY BF GRAVY,GLASS JAR",Non-vegetarian,Miscellaneous,0.7,6.2,3,43.1
"SOUP,PROGRESSO CHICK&WILD RICE W/VEG",Non-vegetarian,Miscellaneous,0.9,5,2.5,38.1
"SOUP,PROGRESSO HEALTHY CLASSICS BF BARLEY,99% FAT FREE",Non-vegetarian,Miscellaneous,0.68,7.1,5.1,54.92
"SOUP,BF W/COUNTRY VEG,CHUNKY,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,1.8,6.6,5.1,63
"SAUCE,NESTLE,CONTADINA DELUXE MARINARA SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,2.82,6.95,1.22,58.06
"SAUCE,NESTLE,CHEF-MATE CREOLE SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,1.11,5.98,1.49,39.87
"SAUCE,PASTA,SPAGHETTI/MARINARA,READT TO SERVE",Non-vegetarian,Miscellaneous,2.06,8.22,1.42,57.1
"CEREALS,QKR,OAT BRAN,PREP W/H2O,NO SALT",vegetarian,Cereals,0.95,7.49,2.03,46.63
"CEREALS,OAT BRAN,QKR,QKR/MOTHER'S OAT BRAN,PREP W/H2O,SALT",vegetarian,Cereals,0.95,7.49,2.03,46.63
"ACEROLA,(WEST INDIAN CHY),RAW",vegetarian,Fruits,0.3,7.69,0.4,35.06
"ACEROLA JUICE,RAW",vegetarian,Fruits,0.3,4.8,0.4,23.5
"APRICOTS,CANNED,H2O PK,W/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.16,6.39,0.71,29.84
"APRICOTS,CANNED,H2O PK,WO/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.03,5.48,0.69,24.95
"CARAMBOLA,(STARFRUIT),RAW",vegetarian,Fruits,0.35,7.83,0.54,36.63
"CHIES,SOUR,RED,CANNED,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",vegetarian,Fruits,0.1,8.94,0.77,39.74
"FRUIT COCKTAIL,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.05,8.51,0.42,36.17
"FRUIT SALAD,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.07,7.87,0.35,33.51
"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",vegetarian,Fruits,0.1,8.08,0.63,35.74
"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",vegetarian,Fruits,0.1,7.68,0.55,33.82
"GRAPEFRUIT,RAW,PINK&RED,FLORIDA",vegetarian,Fruits,0.1,7.5,0.55,33.1
"GRAPEFRUIT,RAW,WHITE,ALL AREAS",vegetarian,Fruits,0.1,8.41,0.69,37.3
"GRAPEFRUIT,RAW,WHITE,FLORIDA",vegetarian,Fruits,0.1,8.19,0.63,36.18
"GRAPEFRUIT JUC,CANNED,UNSWTND",vegetarian,Fruits,0.1,8.96,0.52,38.82
"LEMON JUICE,RAW",vegetarian,Fruits,0,8.63,0.38,36.04
"LEMON JUC,CANNED OR BTLD",vegetarian,Fruits,0.29,6.48,0.4,30.13
"LEMON JUCFROZEN,UNSWTND,SINGLE STRENGTH",vegetarian,Fruits,0.32,6.5,0.46,30.72
"LIME JUC,CANNED OR BTLD,UNSWTND",vegetarian,Fruits,0.23,6.69,0.25,29.83
"MELONS,CANTALOUPE,RAW",vegetarian,Fruits,0.28,8.36,0.88,39.48
"MELONS,CASABA,RAW",vegetarian,Fruits,0.1,6.2,0.9,29.3
"MELON BALLS,FROZEN",vegetarian,Fruits,0.25,7.94,0.84,37.37
"OHELOBIES,RAW",vegetarian,Fruits,0.22,6.84,0.38,30.86
"PEACHES,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.06,6.11,0.44,26.74
"PEARS,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.03,7.81,0.19,32.27
"PINEAPPLE,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.09,8.3,0.43,35.73
"PITANGA,(SURINAM-CHY),RAW",vegetarian,Fruits,0.4,7.49,0.8,36.76
"RHUBARB,RAW",vegetarian,Fruits,0.2,4.54,0.9,23.56
"RHUBARB,FROZEN,UNCOOKED",vegetarian,Fruits,0.11,5.1,0.55,23.59
"ROSE-APPLES,RAW",vegetarian,Fruits,0.3,5.7,0.6,27.9
"STRAWBIES,RAW",vegetarian,Fruits,0.37,7.02,0.61,33.85
"WATERMELON,RAW",vegetarian,Fruits,0.43,7.18,0.62,35.07
"ALFALFA SEEDS,SPROUTED,RAW",vegetarian,Nuts and Oilseeds,0.69,3.78,3.99,37.29
"AMARANTH LEAVES,RAW",vegetarian,Leafy Vegetables,0.33,4.03,2.46,28.93
"AMARANTH LEAVES,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.18,4.11,2.11,26.5
"ARTICHOKES,(GLOBE OR FRENCH)FROZEN,UNPREP",vegetarian,Other vegetables,0.43,7.76,2.63,45.43
"ASPARAGUS,RAW",vegetarian,Other vegetables,0.2,4.54,2.28,29.08
"ASPARAGUS,COOKED,BLD,DRND",vegetarian,Other vegetables,0.31,4.23,2.59,30.07
"ASPARAGUS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.18,2.47,1.8,18.7
"ASPARAGUS,CANNED,DRND SOL",vegetarian,Other vegetables,0.65,2.48,2.14,24.33
"ASPARAGUSFROZEN,UNPREP",vegetarian,Other vegetables,0.23,4.1,3.23,31.39
"ASPARAGUSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.42,4.87,2.95,35.06
"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW",vegetarian,Other vegetables,0.69,3.29,5.3,40.57
"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,6.78,3.6,43.32
"BALSAM-PEAR (BITTER GOURD),PODS,RAW",vegetarian,Other vegetables,0.17,3.7,1,20.33
"BALSAM-PEAR (BITTER GOURD),PODS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.18,4.32,0.84,22.26
"BAMBOO SHOOTS,RAW",vegetarian,Other vegetables,0.3,5.2,2.6,33.9
"BAMBOO SHOOTS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.22,1.92,1.53,15.78
"BAMBOO SHOOTS,CANNED,DRND SOL",vegetarian,Other vegetables,0.4,3.22,1.72,23.36
"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW",vegetarian,Pulses and Legumes,0.5,4.1,4.2,37.7
"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.58,4.72,4.83,43.42
"MUNG BNS,MATURE SEEDS,SPROUTED,RAW",vegetarian,Pulses and Legumes,0.18,5.93,3.04,37.5
"MUNG BNS,MATURE SEEDS,SPROUTED,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.09,4.19,2.03,25.69
"BEANS,SHELL,CANNED,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.19,6.19,1.76,33.51
"BEANS,SNAP,GREEN,RAW",vegetarian,Pulses and Legumes,0.12,7.14,1.82,36.92
"BEANS,SNAP,GRN,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.28,7.89,1.89,41.64
"BEANS,SNAP,GRN VAR,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.1,3.5,0.8,18.1
"BEANS,SNAP,GRN,CANNED,REG PK,DRND SOL",vegetarian,Pulses and Legumes,0.1,4.5,1.15,23.5
"BEANS,SNAP,CANNED,ALL STYLES,SEASONED,SOL&LIQUIDS",vegetarian,Pulses and Legumes,0.2,3.49,0.83,19.08
"BEANS,SNAP,GRNFROZEN,ALL STYLES,UNPREP",vegetarian,Pulses and Legumes,0.21,7.57,1.8,39.37
"BEANS,SNAP,GRNFROZEN,COOKED,BLD,DRND WO/SALT",vegetarian,Pulses and Legumes,0.17,6.45,1.49,33.29
"BEETS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Other vegetables,0.07,6.58,0.8,30.15
"BEETS,CANNED,DRND SOL",vegetarian,Other vegetables,0.14,7.2,0.91,33.7
"BEET GREENS,RAW",vegetarian,Other vegetables,0.06,3.97,1.82,23.7
"BEET GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.2,5.46,2.57,33.92
"BROCCOLI,RAW",vegetarian,Other vegetables,0.35,5.24,2.98,36.03
"BROCCOLI,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.35,5.06,2.98,35.31
"BROCCOLIFROZEN,CHOPD,UNPREP",vegetarian,Other vegetables,0.29,4.79,2.81,33.01
"BROCCOLIFROZEN,CHOPD,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.12,5.35,3.1,34.88
"BROCCOLIFROZEN,SPEARS,UNPREP",vegetarian,Other vegetables,0.34,5.35,3.06,36.7
"BROCCOLIFROZEN,SPEARS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.11,5.35,3.1,34.79
"BRUSSELS SPROUTS,RAW",vegetarian,Leafy Vegetables,0.3,8.96,3.38,52.06
"BRUSSELS SPROUTS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.51,8.67,2.55,49.47
"BRUSSELS SPROUTSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.41,7.87,3.78,50.29
"BRUSSELS SPROUTSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.39,8.32,3.64,51.35
"BUTTERBUR,(FUKI),RAW",vegetarian,Leafy Vegetables,0.04,3.61,0.39,16.36
"BUTTERBUR,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.02,2.16,0.23,9.74
"BUTTERBUR,CANNED",vegetarian,Leafy Vegetables,0.13,0.38,0.11,3.13
"CABBAGE,RAW",vegetarian,Leafy Vegetables,0.27,5.43,1.44,29.91
"CABBAGE,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.43,4.46,1.02,25.79
"CABBAGE,RED,RAW",vegetarian,Leafy Vegetables,0.26,6.12,1.39,32.38
"CABBAGE,RED,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,4.64,1.05,24.56
"CABBAGE,SAVOY,RAW",vegetarian,Leafy Vegetables,0.1,6.1,2,33.3
"CABBAGE,SAVOY,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.09,5.41,1.8,29.65
"CABBAGE,CHINESE (PAK-CHOI),RAW",vegetarian,Leafy Vegetables,0.2,2.18,1.5,16.52
"CABBAGE,CHINESE (PAK-CHOI),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.16,1.78,1.56,14.8
"CABBAGE,CHINESE (PE-TSAI),RAW",vegetarian,Leafy Vegetables,0.2,3.23,1.2,19.52
"CABBAGE,CHINESE (PE-TSAI),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.17,2.41,1.5,17.17
"CARDOON,RAW",vegetarian,Leafy Vegetables,0.1,4.89,0.7,23.26
"CARDOON,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.11,5.33,0.76,25.35
"CARROTS,CANNED,REG PK,SOL&LIQUIDS",vegetarian,Leafy Vegetables,0.14,5.37,0.58,25.06
"CARROTS,CANNED,REG PK,DRND SOL",vegetarian,Leafy Vegetables,0.19,5.54,0.64,26.43
"CARROTS,FROZEN,UNPREPARED",vegetarian,Leafy Vegetables,0.21,8.99,1.09,42.21
"CARROTSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.11,8.25,1.19,38.75
"CAULIFLOWER,RAW",vegetarian,Leafy Vegetables,0.21,5.2,1.98,30.61
"CAULIFLOWER,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.45,4.11,1.84,27.85
"CAULIFLOWERFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.27,4.68,2.01,29.19
"CAULIFLOWERFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.22,3.75,1.61,23.42
"CELERIAC,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.19,5.9,0.96,29.15
"CELERY,RAW",vegetarian,Leafy Vegetables,0.14,3.65,0.75,18.86
"CELERY,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.16,4.01,0.83,20.8
"CELTUCE,RAW",vegetarian,Leafy Vegetables,0.3,3.65,0.85,20.7
"CHARD,SWISS,RAW",vegetarian,Leafy Vegetables,0.2,3.74,1.8,23.96
"CHARD,SWISS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.08,4.14,1.88,24.8
"CHAYOTE,FRUIT,RAW",vegetarian,Fruits,0.13,4.5,0.82,22.45
"CHAYOTE,FRUIT,COOKED,BLD,DRND,WO/SALT",vegetarian,Fruits,0.48,5.09,0.62,27.16
"CHICORY,WITLOOF,RAW",vegetarian,Leafy Vegetables,0.1,4,0.9,20.5
"CHICORY GREENS,RAW",vegetarian,Leafy Vegetables,0.3,4.7,1.7,28.3
"CHIVES,RAW",vegetarian,Other vegetables,0.73,4.35,3.27,37.05
"CHRYSANTHEMUM,GARLAND,RAW",vegetarian,Miscellaneous,0.17,4.37,1.56,25.25
"CHRYSANTHEMUM,GARLAND,COOKED,BLD,DRND,WO/SALT",vegetarian,Miscellaneous,0.09,4.31,1.64,24.61
"COLLARDS,RAW",vegetarian,Leafy Vegetables,0.42,5.69,2.45,36.34
"COLLARDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.36,4.9,2.11,31.28
"COLLARDSFROZEN,CHOPD,UNPREP",vegetarian,Leafy Vegetables,0.37,6.45,2.69,39.89
"COLLARDSFROZEN,CHOPD,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.41,7.11,2.97,44.01
"CORIANDER,RAW",vegetarian,Leafy Vegetables,0.59,2.59,2.36,25.11
"CORNSALAD,RAW",vegetarian,cereals,0.4,3.6,2,26
"COWPEAS,YOUNG PODS W/SEEDS,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.3,7,2.6,41.1
"YARDLONG BEAN,RAW",vegetarian,Pulses and Legumes,0.4,8.35,2.8,48.2
"COWPEAS,LEAFY TIPS,RAW",vegetarian,Pulses and Legumes,0.25,4.82,4.1,37.93
"COWPEAS,LEAFY TIPS,COOKED,BLD,DRND,WO/SALT",vegetarian,Pulses and Legumes,0.1,2.8,4.67,30.78
"CRESS,GARDEN,RAW",vegetarian,Leafy Vegetables,0.7,5.5,2.6,38.7
"CRESS,GARDEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.6,3.8,1.9,28.2
"CUCUMBER,WITH PEEL,RAW",vegetarian,Other vegetables,0.13,2.76,0.69,14.97
"CUCUMBER,PEELED,RAW",vegetarian,Other vegetables,0.16,2.5,0.57,13.72
"DANDELION GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.6,6.4,2,39
"EGGPLANT,RAW",vegetarian,Other vegetables,0.18,6.07,1.02,29.98
"EGGPLANT,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.23,6.64,0.83,31.95
"ENDIVE,RAW",vegetarian,Other vegetables,0.2,3.35,1.25,20.2
"GOURD,WHITE-FLOWERED (CALABASH),RAW",vegetarian,Other vegetables,0.02,3.39,0.62,16.22
"GOURD,WHITE-FLOWERED (CALABASH),COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.02,3.69,0.6,17.34
"GOURD,DISHCLOTH (TOWELGOURD),RAW",vegetarian,Other vegetables,0.2,4.36,1.2,24.04
"JEW'S EAR,(PEPEAO),RAW",vegetarian,Other vegetables,0.04,6.75,0.48,29.28
"JUTE,POTHERB,RAW",vegetarian,Leafy Vegetables,0.25,5.8,4.65,44.05
"JUTE,POTHERB,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,7.3,3.68,45.72
"KALE,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.4,5.63,1.9,33.72
"KALE,FROZEN,UNPREPARED",vegetarian,Leafy Vegetables,0.46,4.9,2.66,34.38
"KALEFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.49,5.24,2.84,36.73
"KOHLRABI,RAW",vegetarian,Other vegetables,0.1,6.2,1.7,32.5
"KOHLRABI,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.11,6.69,1.8,34.95
"LAMBSQUARTERS,RAW",vegetarian,Other vegetables,0.8,7.3,4.2,53.2
"LAMBSQUARTERS,COOKED,BLD,DRND,WO/SALT",vegetarian,Other vegetables,0.7,5,3.2,39.1
"LEEKS,(BULB&LOWER LEAF-PORTION),COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.2,7.62,0.81,35.52
"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",vegetarian,Leafy Vegetables,0.22,2.32,1.29,16.42
"LETTUCE,COS OR ROMAINE,RAW",vegetarian,Leafy Vegetables,0.2,2.37,1.62,17.76
"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",vegetarian,Leafy Vegetables,0.19,2.09,1.01,14.11
"LETTUCE,LOOSELEAF,RAW",vegetarian,Leafy Vegetables,0.3,3.5,1.3,21.9
"MUSHROOMS,RAW",vegetarian,Miscellaneous,0.33,4.08,2.9,30.89
"MUSHROOMS,COOKED,BLD,DRND,WO/SALT",vegetarian,Miscellaneous,0.47,5.14,2.17,33.47
"MUSHROOMS,CANNED,DRND SOL",vegetarian,Miscellaneous,0.29,4.96,1.87,29.93
"MUSHROOMS,PORTABELLA,RAW",vegetarian,Miscellaneous,0.2,5.07,2.5,32.08
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",vegetarian,Miscellaneous,0.1,4.12,2.5,27.38
"MUSTARD GREENS,RAW",vegetarian,Leafy Vegetables,0.2,4.9,2.7,32.2
"MUSTARD GRNS,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.24,2.1,2.26,19.6
"MUSTARD GRNSFROZEN,UNPREP",vegetarian,Leafy Vegetables,0.27,3.41,2.49,26.03
"MUSTARD GRNSFROZEN,COOKED,BLD,DRND,WO/SALT",vegetarian,Leafy Vegetables,0.25,3.12,2.27,23.81
